testId,id,question,domain,explanation,score,createdAt,status
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25RMCR,Which structure is best for fast membership checks (average case) in Python?,Computer Science,Sets are hash-based → average O(1) membership.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TC0001H0Q1FW25TA3G,A bug that appears only under specific timing/concurrency is often called:,Computer Science,Race conditions depend on timing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW25VZT8,Which algorithmic technique is used by merge sort?,Computer Science,Merge sort splits and merges (divide and conquer).,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW25XNH0,"In OOP, encapsulation primarily means:",Computer Science,Encapsulation hides internal state via interfaces/access control.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW25ZB7R,Which is a typical use of a hash function in data structures?,Computer Science,Hash maps use hashes to locate buckets.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW2614VG,"In A/B testing, the 'control' group is:",Data & Analytics,Control is the baseline condition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW262SK0,Which plot is best to visualize the relationship between two numerical variables?,Data & Analytics,Scatter plots show pairs of numeric values.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW264F9R,"If a model has high bias, it is likely:",Data & Analytics,High bias often means underfitting.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26650G,Standard deviation measures:,Data & Analytics,It quantifies dispersion around the mean.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW267SR0,A confusion matrix is used for:,Data & Analytics,Confusion matrices summarize classification outcomes.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW269FER,Which is an example of data leakage?,Data & Analytics,Leakage uses info unavailable at prediction time.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26BA1R,What does HAVING do in SQL?,Databases,HAVING filters after GROUP BY/aggregates.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26CZRG,Which join returns only matching rows from both tables?,Databases,INNER JOIN keeps matches only.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26ENF8,"In a relational model, a foreign key primarily enforces:",Databases,Foreign keys ensure references point to existing rows.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26GA6R,Which command changes existing data in a table?,Databases,UPDATE modifies existing rows.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26HZXG,A table with a composite primary key means the primary key is:,Databases,Composite key uses multiple columns together.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26KMN0,"In k-means clustering, k represents:",Artificial Intelligence,k is the number of clusters.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26N9CG,Overfitting in ML means the model:,Artificial Intelligence,Overfitting harms generalization.,1,2025-12-20T00:00:00Z,active
01KCXGG0TC0001H0Q1FW253NG0,01KCXGG0TD0001H0Q1FW26PX4R,"If statement P implies Q (P → Q) is false, then:",Logic & Reasoning,An implication is false only when P is true and Q is false.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW27ZFZ8,Choose the correct sentence.,Language & Communication,Adverbs modify verbs.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW281FEG,Which word is a noun?,Language & Communication,Happiness is a noun.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW283B0R,Select the correct preposition.,Language & Communication,Correct collocation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW2852P0,Which sentence is grammatically correct?,Language & Communication,Neither is singular.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW286SC0,Main idea of a paragraph is:,Language & Communication,Main idea.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW288E3G,An inference is:,Language & Communication,Inference uses evidence.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW28A4SG,Which improves clarity?,Language & Communication,Avoid redundancy.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW28BSH0,Formal tone is best for:,Language & Communication,Formal writing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW28DE8G,Choose the correct sentence.,Language & Communication,Adverbs modify verbs.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW28FAT0,Which word is a noun?,Language & Communication,Happiness is a noun.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW28GYJ8,Select the correct preposition.,Language & Communication,Correct collocation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW28JK9R,Which sentence is grammatically correct?,Language & Communication,Neither is singular.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW28M818,Main idea of a paragraph is:,Language & Communication,Main idea.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TF0001H0Q1FW28NVSG,An inference is:,Language & Communication,Inference uses evidence.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW28QQBR,Which improves clarity?,Language & Communication,Avoid redundancy.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW28SMWG,Formal tone is best for:,Language & Communication,Formal writing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW28V8MR,Choose the correct sentence.,Language & Communication,Adverbs modify verbs.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW28WXC8,Which word is a noun?,Language & Communication,Happiness is a noun.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW28YH4G,Select the correct preposition.,Language & Communication,Correct collocation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW2905W0,Which sentence is grammatically correct?,Language & Communication,Neither is singular.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW291SM8,Main idea of a paragraph is:,Language & Communication,Main idea.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW294DKR,An inference is:,Language & Communication,Inference uses evidence.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW296B4G,Which improves clarity?,Language & Communication,Avoid redundancy.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW297ZW0,Formal tone is best for:,Language & Communication,Formal writing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW299KM8,Choose the correct sentence.,Language & Communication,Adverbs modify verbs.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW29B8BR,Which word is a noun?,Language & Communication,Happiness is a noun.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW29D3Y0,Select the correct preposition.,Language & Communication,Correct collocation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW29H3VR,Which sentence is grammatically correct?,Language & Communication,Neither is singular.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW29KB50,Main idea of a paragraph is:,Language & Communication,Main idea.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TG0001H0Q1FW29N9N0,An inference is:,Language & Communication,Inference uses evidence.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TH0001H0Q1FW29Q0B0,Which improves clarity?,Language & Communication,Avoid redundancy.,1,2025-12-20T00:00:00Z,active
01KCXGG0TF0001H0Q1FW27Z94G,01KCXGG0TH0001H0Q1FW29RQ10,Formal tone is best for:,Language & Communication,Formal writing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW29TDQ0,Choose the correct sentence.,Language & Communication,Adverbs modify verbs.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW29W3DR,Which word is a noun?,Language & Communication,Happiness is a noun.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW29XR58,Select the correct preposition.,Language & Communication,Correct collocation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW29ZDW0,Which sentence is grammatically correct?,Language & Communication,Neither is singular.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2A12KG,Main idea of a paragraph is:,Language & Communication,Main idea.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2A2QB0,An inference is:,Language & Communication,Inference uses evidence.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2A4C2G,Which improves clarity?,Language & Communication,Avoid redundancy.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2A60T0,Formal tone is best for:,Language & Communication,Formal writing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2A7NHG,Choose the correct sentence.,Language & Communication,Adverbs modify verbs.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2A9A90,Which word is a noun?,Language & Communication,Happiness is a noun.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2AAY18,Select the correct preposition.,Language & Communication,Correct collocation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2ACJRR,Which sentence is grammatically correct?,Language & Communication,Neither is singular.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2AECCG,Main idea of a paragraph is:,Language & Communication,Main idea.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2AG140,An inference is:,Language & Communication,Inference uses evidence.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2AHNVG,Which improves clarity?,Language & Communication,Avoid redundancy.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TH0001H0Q1FW2AKAK0,Formal tone is best for:,Language & Communication,Formal writing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2AMYB8,Choose the correct sentence.,Language & Communication,Adverbs modify verbs.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2APP0G,Which word is a noun?,Language & Communication,Happiness is a noun.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2ARBQ8,Select the correct preposition.,Language & Communication,Correct collocation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2ASZFG,Which sentence is grammatically correct?,Language & Communication,Neither is singular.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2AVM70,Main idea of a paragraph is:,Language & Communication,Main idea.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2AX7Z8,An inference is:,Language & Communication,Inference uses evidence.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2B20A8,Which improves clarity?,Language & Communication,Avoid redundancy.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2B42Q8,Formal tone is best for:,Language & Communication,Formal writing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2B5TCG,Choose the correct sentence.,Language & Communication,Adverbs modify verbs.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2B7F40,Which word is a noun?,Language & Communication,Happiness is a noun.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2B94TR,Select the correct preposition.,Language & Communication,Correct collocation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2BAYEG,Which sentence is grammatically correct?,Language & Communication,Neither is singular.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2BCN4G,Main idea of a paragraph is:,Language & Communication,Main idea.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2BECSR,An inference is:,Language & Communication,Inference uses evidence.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2BG1H8,Which improves clarity?,Language & Communication,Avoid redundancy.,1,2025-12-20T00:00:00Z,active
01KCXGG0TH0001H0Q1FW29T6W8,01KCXGG0TJ0001H0Q1FW2BHN9G,Formal tone is best for:,Language & Communication,Formal writing.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2BKDY0,Which is a key principle of public service?,Professional & Workplace,Public service principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2BN1P8,A government budget primarily shows:,Professional & Workplace,Budget definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2BPNEG,What is the main role of a project charter?,Professional & Workplace,Project charter.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2BRA60,Conflict of interest occurs when:,Professional & Workplace,Conflict definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2BSXY8,Public accountability means:,Professional & Workplace,Accountability.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2BVJNR,Risk management aims to:,Professional & Workplace,Risk mitigation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2BX6E0,KPIs are used to:,Professional & Workplace,Performance measurement.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2BYV5G,Which leadership style enforces strict control?,Professional & Workplace,Autocratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2C0PQR,Which is a key principle of public service?,Professional & Workplace,Public service principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2C2AG0,A government budget primarily shows:,Professional & Workplace,Budget definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2C4628,What is the main role of a project charter?,Professional & Workplace,Project charter.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2C5TSR,Conflict of interest occurs when:,Professional & Workplace,Conflict definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2C7EJ0,Public accountability means:,Professional & Workplace,Accountability.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2C92A8,Risk management aims to:,Professional & Workplace,Risk mitigation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2CAQ1R,KPIs are used to:,Professional & Workplace,Performance measurement.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2CCBS8,Which leadership style enforces strict control?,Professional & Workplace,Autocratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2CDZHG,Which is a key principle of public service?,Professional & Workplace,Public service principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TK0001H0Q1FW2CFK9R,A government budget primarily shows:,Professional & Workplace,Budget definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CHAZ0,What is the main role of a project charter?,Professional & Workplace,Project charter.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CJZPG,Conflict of interest occurs when:,Professional & Workplace,Conflict definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CMKER,Public accountability means:,Professional & Workplace,Accountability.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CP868,Risk management aims to:,Professional & Workplace,Risk mitigation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CQVYG,KPIs are used to:,Professional & Workplace,Performance measurement.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CSFPR,Which leadership style enforces strict control?,Professional & Workplace,Autocratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CV3F0,Which is a key principle of public service?,Professional & Workplace,Public service principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CXGKR,A government budget primarily shows:,Professional & Workplace,Budget definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2CZ6AG,What is the main role of a project charter?,Professional & Workplace,Project charter.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2D0V20,Conflict of interest occurs when:,Professional & Workplace,Conflict definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2D2ET8,Public accountability means:,Professional & Workplace,Accountability.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2D43HR,Risk management aims to:,Professional & Workplace,Risk mitigation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2D5R98,KPIs are used to:,Professional & Workplace,Performance measurement.,1,2025-12-20T00:00:00Z,active
01KCXGG0TK0001H0Q1FW2BK82G,01KCXGG0TM0001H0Q1FW2D7D0R,Which leadership style enforces strict control?,Professional & Workplace,Autocratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TM0001H0Q1FW2D90S0,Which is a key principle of public service?,Professional & Workplace,Public service principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TM0001H0Q1FW2DANGG,A government budget primarily shows:,Professional & Workplace,Budget definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TM0001H0Q1FW2DCA80,What is the main role of a project charter?,Professional & Workplace,Project charter.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TM0001H0Q1FW2DF158,Conflict of interest occurs when:,Professional & Workplace,Conflict definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DGRTG,Public accountability means:,Professional & Workplace,Accountability.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DJDJ0,Risk management aims to:,Professional & Workplace,Risk mitigation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DM66G,KPIs are used to:,Professional & Workplace,Performance measurement.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DP0SG,Which leadership style enforces strict control?,Professional & Workplace,Autocratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DQNH0,Which is a key principle of public service?,Professional & Workplace,Public service principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DS998,A government budget primarily shows:,Professional & Workplace,Budget definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DTY0R,What is the main role of a project charter?,Professional & Workplace,Project charter.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DWJR8,Conflict of interest occurs when:,Professional & Workplace,Conflict definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2DYADG,Public accountability means:,Professional & Workplace,Accountability.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2E0048,Risk management aims to:,Professional & Workplace,Risk mitigation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2E1MVR,KPIs are used to:,Professional & Workplace,Performance measurement.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2E39K8,Which leadership style enforces strict control?,Professional & Workplace,Autocratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2E4YAR,Which is a key principle of public service?,Professional & Workplace,Public service principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2E6K28,A government budget primarily shows:,Professional & Workplace,Budget definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2E87SR,What is the main role of a project charter?,Professional & Workplace,Project charter.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2E9WH8,Conflict of interest occurs when:,Professional & Workplace,Conflict definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2EBH8R,Public accountability means:,Professional & Workplace,Accountability.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TN0001H0Q1FW2ED608,Risk management aims to:,Professional & Workplace,Risk mitigation.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TP0001H0Q1FW2EEWP8,KPIs are used to:,Professional & Workplace,Performance measurement.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TP0001H0Q1FW2EGMBG,Which leadership style enforces strict control?,Professional & Workplace,Autocratic leadership.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TP0001H0Q1FW2EJ83R,Which is a key principle of public service?,Professional & Workplace,Public service principle.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TP0001H0Q1FW2EKVW0,A government budget primarily shows:,Professional & Workplace,Budget definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TP0001H0Q1FW2ENGKG,What is the main role of a project charter?,Professional & Workplace,Project charter.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TP0001H0Q1FW2EQ5B0,Conflict of interest occurs when:,Professional & Workplace,Conflict definition.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TP0001H0Q1FW2ERT2G,Public accountability means:,Professional & Workplace,Accountability.,1,2025-12-20T00:00:00Z,active
01KCXGG0TM0001H0Q1FW2D8TXG,01KCXGG0TP0001H0Q1FW2ETDTR,Risk management aims to:,Professional & Workplace,Risk mitigation.,1,2025-12-20T00:00:00Z,active
